College Name,City
MKSSS's Cummins College of Engineering for Women,Pune
BIT Sindri - BIT Sindri,Dhanbad
Apex University,Jaipur
Dronacharya College of Engineering,Gurgaon
Madha Engineering College,Chennai
Swarnandhra College of Engineering and Technology,Narsapur
Kazi Nazrul University,Burdwan
VIT Chennai - Vellore Institute of Technology,Chennai Campus
IIIT Lucknow - Indian Institute of Information Technology,Lucknow
IIIT Bhopal - Indian Institute of Information Technology,Bhopal
MIT Chennai - Madras Institute of Technology,Chennai
IIIT Bhagalpur - Indian Institute of Information Technology,Bhagalpur
KIET School of Engineering Ghaziabad - KIET School of Engineering,Ghaziabad
Swami Devi Dyal Institute of Engineering and Technology,Panchkula
KJ Somaiya College of Engineering,Mumbai
MESCE Kuttippuram - MES College of Engineering,Malappuram
Regional College for Education Research and Technology,Sitapura
School of Engineering,UPES Dehradun - School of Engineering
AR College of Engineering and Technology,Tirunelveli
School of Computer Science,UPES Dehradun - School of Computer Science
School of Health Sciences,UPES Dehradun - School of Health Sciences
Sai University,Chennai
Dr Preeti Global University,Shivpuri
Noida International University,Greater Noida
Vidya Academy of Science and Technology,Thrissur
Shri Rawatpura Sarkar University,Raipur
BESTIU Anantpur - Bharatiya Engineering Science and Technology Innovation University,Anantapur
GITAM School of Technology,Bengaluru
IIIT Ranchi - Indian Institute of Information Technology,Ranchi
GPREC Kurnool - G Pulla Reddy Engineering College,Kurnool
SRM Institute of Science and Technology NCR Campus,Ghaziabad
Bharath Institute of Higher Education and Research,Chennai
Mahamaya College of Agricultural Engineering and Technology,Ambedkarnagar
Sri Mittapalli College of Engineering,Guntur
IILM University,Gurugram
COER University,Roorkee
IIIT Bhubaneswar - International Institute of Information Technology,Bhubaneswar
IIIT Kota - Indian Institute of Information Technology,Kota
University of Engineering and Management,Kolkata
IIIT Manipur - Indian Institute of Information Technology,Manipur
Karpagam College of Engineering,Coimbatore
Adusumilli Vijaya Institute of Technology and Research Centre,Nalgonda
SMVITM Udupi - Shri Madhwa Vadiraja Institute of Technology and Management,Udupi
UIIT Shimla - University Institute of Technology,Shimla
Government College of Engineering and Technology,Safapora
Chandigarh Engineering College,Jhanjeri
SCOE Pune - Sinhgad College of Engineering,Pune
MSIT Kolkata - Meghnad Saha Institute of Technology,South 24 Parganas
Adhiyamaan College of Engineering,Hosur
HNBGU Garhwal - Hemvati Nandan Bahuguna Garhwal University,Pauri Garhwal
PIET Vadodara - Parul Institute of Engineering and Technology,Vadodara
GEC Goa - Goa College of Engineering,Farmagudi
Gnyana Saraswati College of Engineering and Technology,Nizamabad
GCT Namakkal - Gnanamani College of Technology,Namakkal
Globus Engineering College,Bhopal
Global Institute of Management and Emerging Technologies,Amritsar
Global Institute of Engineering and Technology,Ranga Reddy
Global Institute of Engineering and Science,Barwani
Global Group of Institutions,Lucknow
Giani Zail Singh Campus College of Engineering and Technology Maharaja Ranjit Singh Punjab Technical University,Bathinda
GITS Udaipur - Geetanjali Institute of Technical Studies,Udaipur
GEC Panipat - Geeta Engineering College,Panipat
Garv Institute of Management and Technology,Bhilai
GITAM Kablana - Ganga Institute of Technology and Management,Jhajjar
Ganesh College of Engineering,Salem
GIT GandhiNagar - Gandhinagar Institute of Technology,Gandhinagar
GITA Bhubaneswar - Gandhi Institute for Technological Advancement,Bhubaneswar
Gandhi Academy of Technology and Engineering,Berhampur
GNITS Hyderabad - G Narayanamma Institute of Technology and Science For Women,Hyderabad
GH Raisoni College of Engineering and Management,Pune
GM Vedak Institute of Technology,Raigad
GH Raisoni Institute of Engineering and Technology for Women,Nagpur
GV Acharya Institute of Engineering and Technology,Raigad
VV College of Engineering,Tirunelveli
FCRIT Navi Mumbai - Fr C Rodrigues Institute of Technology,Navi Mumbai
EVR College of Engineering and Technology,Nalgonda
Everest College of Engineering and Technology,Aurangabad
Eshan College of Engineering,Mathura
Erode Sengunthar Engineering College,Thudupathi
Engineering College,Tuwa
Eklavya College of Technology and Science,Bhubaneswar
DVR College of Engineering and Technology,Hyderabad
DIET Murshidabad - Dumkal Institute of Engineering and Technology,Murshidabad
Drona College of Management and Technical Education,Dehradun
Dream Institute of Technology,South 24 Parganas
Dr Sau Kamaltai Gawai Institute of Engineering and Technology,Amravati
Dr KV Subba Reddy Institute of Technology,Kurnool
Dr VRK Womens College of Engineering and Technology,Moinabad
Dr Sivanthi Aditanar College of Engineering,Thoothukudi
Dr Jivraj Mehta Institute of Technology,Anand
Dr Babasaheb Ambedkar College of Engineering and Research,Nagpur
DBRAIT Port Blair - Dr BR Ambedkar Institute of Technology,Port Blair
Dr Lankapalli Bullayya College of Engineering for Women,Visakhapatnam
DPGITM Gurgaon - DPG Institute of Technology and Management,Gurgaon
Doon Valley Institute of Engineering and Technology,Karnal
Doon Institute of Engineering and Technology,Dehradun
Doaba Institute of Engineering and Technology,Mohali
DNR College of Engineering and Technology,Bhimavaram
DJR College of Engineering and Technology,Vijayawada
Dilkap Research Institute of Engineering and Management Studies,Raigad
Dhaya College of Engineering,Madurai
GJU Hisar - Guru Jambheshwar University of Science and Technology,Hisar
Royal School of Engineering and Technology,Guwahati
Career Point University,Hamirpur
CEC Bangalore - City Engineering College,Bangalore
Sine International Institute of Technology,Jaipur
University Institute of Engineering Chandigarh University,Chandigarh
Vivekananda Global University,Jaipur
CSK HPKV - Chaudhary Sarwan Kumar Himachal Pradesh Krishi Vishvavidyalaya,Palampur
Desh Bhagat University,Mandi Gobindgarh
PAU Ludhiana - Punjab Agricultural University,Ludhiana
IMPS Malda - IMPS College of Engineering and Technology,Malda
Sri Ganesh College of Engineering and Technology,Puducherry
Avanthi Institute of Engineering and Technology,Bhogapuram
JJ College of Engineering and Technology,Tiruchirappalli
Ram Krishana Dharmarth Foundation University,Ranchi
Dhaanish Ahmed College of Engineering,Chennai
Srinivas University,Mangalore
BSACET Mathura - BSA College of Engineering and Technology,Mathura
PES University Bangalore - PES University Electronic City Campus,Bangalore
OIST Bhopal - Oriental Institute of Science and Technology,Bhopal
YCCE Nagpur - Yeshwantrao Chavan College of Engineering,Nagpur
VCTW Tiruchengode - Vivekanandha College of Technology for Women,Tiruchengode
TKMCE - TKM College of Engineering,Kollam
The Oxford College of Engineering,Bangalore
Terna Engineering college Nerul - Terna Public Charitable Trust's Terna Engineering College,Nerul
JMIT - Seth Jai Parkash Mukand Lal Institute of Engineering and Technology,Yamunanagar
VSBEC - VSB Engineering College,Karur
TIT&S - The Technological Institute of Textile and Sciences,Bhiwani
PICT Pune - SCTR's Pune Institute of Computer Technology,Pune
SIET - Sri Shakthi Institute of Engineering and Technology,Coimbatore
Velammal Institute of Technology,Thiruvallur
College of Food and Dairy Technology Koduvalli,Thiruvallur
CMR Technical Campus,Hyderabad
COER Roorkee - College of Engineering Roorkee,Roorkee
MVSR Engineering College - Maturi Venkata Subba Rao Engineering College,Hyderabad
MLRITM - Marri Laxman Reddy Institute of Technology and Management,Hyderabad
Doaba Women Institute of Engineering and Technology,Mohali
NIE Guntur - Newton's Institute of Engineering,Guntur
MIT Academy of Engineering,Pune
University College of Engineering,Dindigul
Sethu Institute of Technology,Kariapatti
Parul Institute of Technology,Vadodara
Swarnadhara College of Engineering and Technology,Narsapur
GRT Institute of Engineering and Technology,Thiruvallur
Rajiv Gandhi University of Knowledge Technologies,Ongole Campus
SIET Allahabad - Shambhunath Institute of Engineering and Technology,Allahabad
SRKR Engineering College - Sagi Ramakrishnam Raju Engineering College,Bhimavaram
DBATU Lonere - Dr Babasaheb Ambedkar Technological University,Lonere
ITM SLS Baroda University,Vadodara
Central Institute of Petrochemicals Engineering and Technology,Murthal
Faculty of Engineering and Technology Jain University,Bangalore
IIIT Pune - Indian Institute of Information Technology,Pune
IIIT Surat - Indian Institute of Information Technology,Surat
IIIT Trichy - Indian Institute of Information Technology Tiruchirappalli,NULL
Brilliant Grammar School Educational Society's Group of Institutions,Ranga Reddy
Faculty of Engineering Teerthanker Mahaveer University,Moradabad
Allahabad University - University of Allahabad Allahabad,NULL
JEC Thrissur - Jyothi Engineering College,Thrissur
RTMNU Nagpur - Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur
Alliance College of Engineering and Design,Bangalore
GIET University,Gunupur
JMS Group of Institutions,Ghaziabad
MGM CET Mumbai - Mahatma Gandhi Mission's College of Engineering and Technology,Navi Mumbai
Allenhouse Institute of Technology,Kanpur
Amity University,Kolkata
DPCOE Pune - Dhole Patil College of Engineering,Pune
BVRIT Narsapur - BV Raju Institute of Technology,Narsapur
ITS Engineering College,Greater Noida
NIMS University,Jaipur
Shiv Nadar University,Chennai
JSSATE Bengaluru - JSS Academy of Technical Education,Bangalore
CMR Institute of Technology,Hyderabad
VIT-AP University,Amaravati
SGBAU Amravati - Sant Gadge Baba Amravati University,Amravati
Ranchi University,Ranchi
PR Patil College of Engineering and Technology,Amravati
Smt Bhagwati Chaturvedi College of Engineering,Nagpur
SJCIT Chickballapur - SJC Institute of Technology,Chickballapur
SRITS Datia - Shri Rawatpura Sarkar Institute of Technology and Science,Datia
Shram Sadhana Bombay Trust's College of Engineering and Technology,Jalgaon
St Vincent Pallotti College of Engineering and Technology,Nagpur
SREC Warangal - SR Engineering College,Warangal
Radha Govind Group of Institutions,Meerut
JKIAPT Allahabad - JK Institute of Applied Physics and Technology,Allahabad
HCET Jabalpur - Hitkarini College of Engineering and Technology,Jabalpur
BLDEACET Bijapur - BLDEA's VP Dr PG Halakatti College of Engineering and Technology,Bijapur
Younus Institute of Technology,Kollam
Younus College of Engineering,Kollam
Yogananda College of Engineering and Technology,Jammu
Yashoda Technical Campus,Satara
Yamuna Institute of Engineering and Technology,Yamuna Nagar
Yadavrao Tasgaonkar Institute of Engineering and Technology,Raigad
Xavier Institute of Engineering,Mumbai
World Institute of Technology,Gurgaon
West Godavari Institute of Science and Engineering,West Godavari
Watumull Institute of Electronics Engineering and Computer Technology,Mumbai
WITS Warangal - Warangal Institute of Technology and Science,Warangal
WCEM Nagpur - Wainganga College of Engineering and Management,Nagpur
VPV College of Engineering,Theni
VNS Group of Institutions,Bhopal
Vivekanandha College of Engineering for Women,Tiruchengode
VITS Karimnagar - Vivekananda Institute of Technology and Science,Karim Nagar
Vivekananda Institute of Technology East,Jaipur
VCET Puttur - Vivekananda College of Engineering and Technology,Puttur
Viva Institute of Technology,Thane
Nadimpalli Satyanarayana Raju Institute of Technology,Visakhapatnam
VITS Engineering College,Khorda
Vishnu Sree Institute of Technology,Nalgonda
Vindhya Institute of Technology and Science,Jabalpur
Vilasrao Deshmukh College of Engineering and Technology,Nagpur
VVIT Bangalore - Vijaya Vittala Institute of Technology,Bangalore
Vijay College of Engineering for Women,Nizamabad
VLITS Guntur - Vignan's Lara Institute of Technology and Science,Guntur
Vignan's Institute of Technology and Aeronautical Engineering,Nalgonda
VMTW Ghatkesar - Vignan's Institute of Management and Technology for Women,Ghatkesar
VBIT Ghatkesar - Vignana Bharathi Institute of Technology,Ghatkesar
Vignan Institute of Technology and Management,Berhampur
Vidyasagar Institute of Technology,Indore
VVIT Purnea - Vidya Vihar Institute of Technology,Purnea
Vidya Niketan College of Engineering,Ahmednagar
VJIT Hyderabad - Vidya Jyothi Institute of Technology,Hyderabad
Vidhya Mandhir Institute of Technology,Erode
Aadishwar College of Technology,Gandhinagar
Venkateshwara Institute of Technology,Meerut
VEC Chennai - Velammal Engineering College,Chennai
Velaga Nageswara Rao College of Engineering,Ponnur
Vedant Institute of Management and Technology,Ghaziabad
Vedant College of Engineering and Technology,Bundi
Vedang Institute of Technology,Bhubaneswar
